;Type;adresse_1;commune_1;departement;code_departement;lat;long;appellation_courante;region
HIST392;Historical;28 rue Montpensier;Paris 1er Arrondissement;Paris;75;48.865347;2.337142;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST393;Historical;5 rue des Moulins;Paris 1er Arrondissement;Paris;75;48.8668123365;2.33499892107;Immeuble;Île-de-France
HIST394;Historical;6 rue des Orfèvres;Paris 1er Arrondissement;Paris;75;48.8585955311;2.34535752135;Immeuble;Île-de-France
HIST395;Historical;11 rue de Valois;Paris 1er Arrondissement;Paris;75;48.864503;2.338383;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST396;Historical;19 rue de Valois;Paris 1er Arrondissement;Paris;75;48.864503;2.338383;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST397;Historical;21 rue de Valois;Paris 1er Arrondissement;Paris;75;48.864618;2.338445;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST398;Historical;35, 35bis rue de Valois;Paris 1er Arrondissement;Paris;75;48.865397;2.338864;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST399;Historical;;Longueville;Seine-et-Marne;77;48.5091948471;3.22867707335;Eglise de Lourps;Île-de-France
HIST400;Historical;2, 4 rue des Carmes;Maincy;Seine-et-Marne;77;48.55236328;2.70050795691;Maison des Carmes (ancienne) ou ancienne Manufacture Royale de Tapisserie;Île-de-France
HIST401;Historical;;Meaux;Seine-et-Marne;77;48.9601940078;2.87890195109;Cathédrale Saint-Etienne;Île-de-France
HIST402;Historical;1 rue du Port;Moret-sur-Loing;Seine-et-Marne;77;48.372746364;2.81882563307;Maison;Île-de-France
HIST403;Historical;;Mormant;Seine-et-Marne;77;48.584317124;2.8959835564;Eglise de Lady (ancienne);Île-de-France
HIST404;Historical;;Noisiel;Seine-et-Marne;77;48.8439024917;2.62450199878;Ferme du Buisson;Île-de-France
HIST405;Historical;;Provins;Seine-et-Marne;77;48.5634983822;3.28033266999;Grande croix de la tombe de Mandon;Île-de-France
HIST406;Historical;12 rue du Palais;Provins;Seine-et-Marne;77;48.5620083415;3.29019826251;Maison romane;Île-de-France
HIST407;Historical;En bordure de la R.N. 185;Ville-d'Avray;Hauts-de-Seine;92;48.8277237313;2.18886019283;Fontaine du Roi;Île-de-France
HIST408;Historical;17 rue Balzac;Ville-d'Avray;Hauts-de-Seine;92;48.8276500411;2.19101004931;Villa Augier-Prouvost;Île-de-France
HIST409;Historical;10 rue des Feuillantines;Paris 5e Arrondissement;Paris;75;48.8419139211;2.34218757459;Couvent des Feuillantines;Île-de-France
HIST410;Historical;"17, 19 rue du Cardinal-Lemoine ; 28 rue des Fossés-Saint-Bernard";Paris 5e Arrondissement;Paris;75;48.8484904462;2.3537572355;Enceinte de Philippe-Auguste;Île-de-France
HIST411;Historical;13 rue Scipion;Paris 5e Arrondissement;Paris;75;48.8386489122;2.35307449227;Ancien hôtel Scipion ou ancienne boulangerie des Hôpitaux de Paris;Île-de-France
HIST412;Historical;"11 rue de la Bûcherie ; 5, 7 rue de l'Hôtel-Colbert";Paris 5e Arrondissement;Paris;75;48.8515844593;2.348768614;Immeuble;Île-de-France
HIST413;Historical;;Limetz-Villez;Yvelines;78;49.0574813288;1.54741963779;Croix de cimetière;Île-de-France
HIST414;Historical;;Louveciennes;Yvelines;78;48.8662144667;2.11527045058;Château de Voisins;Île-de-France
HIST415;Historical;;Maisons-Laffitte;Yvelines;78;48.9520675172;2.14402079829;Parc (ancien);Île-de-France
HIST416;Historical;"26 rue des Tanneries ; 21 quai des Cordeliers ; 47 rue Porte-aux-Saints";Mantes-la-Jolie;Yvelines;78;48.9872588317;1.7184434728;Ancienne enceinte fortifiée;Île-de-France
HIST417;Historical;"10-12 rue Baudin ; 13 rue Gâte-Vigne";Mantes-la-Jolie;Yvelines;78;48.9914045941;1.7167571483;Ancien hôtel;Île-de-France
HIST418;Historical;;Maule;Yvelines;78;48.9089043469;1.8494277026;Eglise Saint-Nicolas;Île-de-France
HIST419;Historical;;Rozay-en-Brie;Seine-et-Marne;77;48.6845394875;2.95966501884;Porte de Gironde;Île-de-France
HIST420;Historical;;Vaux-le-Pénil;Seine-et-Marne;77;48.5333475641;2.6708680651;Château;Île-de-France
HIST421;Historical;24 rue Jean-Jaurès;Ferrières-en-Brie;Seine-et-Marne;77;48.82165363;2.70467424876;Café Saint-Rémy;Île-de-France
HIST422;Historical;38 rue du Château;Fontainebleau;Seine-et-Marne;77;48.4056363076;2.70343343332;Immeuble dit Hôtel de Reviers;Île-de-France
HIST423;Historical;108 avenue Marx-Dormoy;Champigny-sur-Marne;Val-de-Marne;94;48.8060599653;2.52739988166;Maison de l'architecte Julien Heulot;Île-de-France
HIST424;Historical;;Bailly;Yvelines;78;48.8204170131;2.07887551678;Terrain domanial dit Abords du carré de Réunion;Île-de-France
HIST425;Historical;;Bazemont;Yvelines;78;48.9281910556;1.86577040837;Eglise;Île-de-France
HIST426;Historical;;Boinville-le-Gaillard;Yvelines;78;48.4937187384;1.87112058791;Eglise Notre-Dame de l'Assomption;Île-de-France
HIST427;Historical;;Bonnières-sur-Seine;Yvelines;78;49.0252253134;1.56898116951;Tour carrée du Mesnil-Regnard (ruines);Île-de-France
HIST428;Historical;;Cernay-la-Ville;Yvelines;78;48.6729108946;1.97139130363;Eglise Saint-Brice;Île-de-France
HIST429;Historical;;Chatou;Yvelines;78;48.8890724959;2.15986039262;Eglise Notre-Dame;Île-de-France
HIST430;Historical;;Croissy-sur-Seine;Yvelines;78;48.8779866102;2.15296294463;Eglise Saint-Léonard et Saint-Martin (ancienne);Île-de-France
HIST431;Historical;;Dampierre-en-Yvelines;Yvelines;78;48.7047711688;1.98831170669;Château;Île-de-France
HIST432;Historical;;L'Etang-la-Ville;Yvelines;78;48.8700981163;2.07397273303;Eglise Sainte-Anne;Île-de-France
HIST433;Historical;;Bouray-sur-Juine;Essonne;91;48.520987564;2.27724647606;Château du Mesnil-Voisin (également sur communes de Janville-sur-Juine et Lardy);Île-de-France
HIST434;Historical;;Courcouronnes;Essonne;91;48.6182473331;2.40455049225;Bornes à fleur de lys n° 19 et 20;Île-de-France
HIST435;Historical;;Forges-les-Bains;Essonne;91;48.6266495137;2.09854808976;Château;Île-de-France
HIST436;Historical;;Les Granges-le-Roi;Essonne;91;48.5042169266;2.02122453459;Eglise Saint-Léonard;Île-de-France
HIST437;Historical;;Lardy;Essonne;91;48.5163763754;2.25925206249;Moulin des Scelles;Île-de-France
HIST438;Historical;;Poigny-la-Forêt;Yvelines;78;48.6674355284;1.72435791168;Chapelle, dite Chapelle de Moulineaux;Île-de-France
HIST439;Historical;;Lisses;Essonne;91;48.598692096;2.42556486942;Eglise;Île-de-France
HIST440;Historical;avenue de la Gare;Méréville;Essonne;91;48.3173129605;2.09353012999;Pont sur la Juine;Île-de-France
HIST441;Historical;;Morigny-Champigny;Essonne;91;48.4574625642;2.18849124604;Polissoir de la Petite-Garenne;Île-de-France
HIST442;Historical;;Saint-Jean-de-Beauregard;Essonne;91;48.6632567499;2.16334847162;Domaine du château;Île-de-France
HIST443;Historical;"31-33 avenue Marceau ; 24-26 rue de Chaillot";Paris 16e Arrondissement;Paris;75;48.8676741255;2.29844938186;Eglise Saint-Pierre de Chaillot;Île-de-France
HIST444;Historical;;Yerres;Essonne;91;48.7086300175;2.49864801056;Abbaye Notre-Dame;Île-de-France
HIST445;Historical;51 rue de Visien;Courbevoie;Hauts-de-Seine;92;48.8973537256;2.25398888104;Ancien hôtel de Guines;Île-de-France
HIST446;Historical;13 route de Vaugirard;Meudon;Hauts-de-Seine;92;48.8196201381;2.24167564761;Maison de plaisance de J.-J. Huvé;Île-de-France
HIST447;Historical;;Oinville-sur-Montcient;Yvelines;78;49.0258577734;1.84928077256;Eglise Saint-Séverin;Île-de-France
HIST448;Historical;;Rochefort-en-Yvelines;Yvelines;78;48.5849337587;1.99019477115;Eglise Saint-Gilles;Île-de-France
HIST449;Historical;;Vernouillet;Yvelines;78;48.9717509054;1.98367063749;Eglise Saint-Etienne;Île-de-France
HIST450;Historical;43 rue d'Anjou;Versailles;Yvelines;78;48.7968790704;2.12712819365;Immeuble;Île-de-France
HIST451;Historical;48, 50 rue d'Anjou;Versailles;Yvelines;78;48.7967579168;2.12653540228;Immeubles;Île-de-France
HIST452;Historical;6 place Saint-Sulpice;Paris 6e Arrondissement;Paris;75;48.8515424637;2.33402900211;Maison dite de Servandoni;Île-de-France
HIST453;Historical;"29 rue de Tournon ; 32 rue de Condé";Paris 6e Arrondissement;Paris;75;48.8498134212;2.33782346421;Immeuble;Île-de-France
HIST454;Historical;3 rue Racine;Paris 6e Arrondissement;Paris;75;48.8501952247;2.34195277709;Ancien grand Bouillon Chartier;Île-de-France
HIST455;Historical;64 rue Saint-Dominique;Paris 7e Arrondissement;Paris;75;48.859857307;2.30868444518;Boulangerie;Île-de-France
HIST456;Historical;107 rue de Grenelle;Paris 7e Arrondissement;Paris;75;48.8569554909;2.31818598118;Hôtel de Martignac (ancien) , actuellement annexe du ministère de l'éducation nationale;Île-de-France
HIST457;Historical;"55 boulevard Haussmann ; 35, 37 rue Tronchet";Paris 8e Arrondissement;Paris;75;48.8736032037;2.32670657816;Magasin Aux Tortues;Île-de-France
HIST458;Historical;45, 47 rue La-Boétie;Paris 8e Arrondissement;Paris;75;48.8733104362;2.31409861472;Salle Gaveau;Île-de-France
HIST459;Historical;"101 avenue Champs-Elysées ; 55 avenue George-V ; 58 rue Bassano ; 8, 10 rue Vernet";Paris 8e Arrondissement;Paris;75;48.8715164952;2.30025121578;Immeuble, Cabaret-restaurant le Raspoutine;Île-de-France
HIST460;Historical;"4bis rue Sainte-Cécile ; 4 rue du Conservatoire";Paris 9e Arrondissement;Paris;75;48.8733471854;2.34717438769;Eglise Saint-Eugène-Sainte-Cécile;Île-de-France
HIST461;Historical;"9, 11 rue Cadet ; 60 rue Lafayette";Paris 9e Arrondissement;Paris;75;48.8751652191;2.342546167;Hôtel Cromot du Bourg (ancien);Île-de-France
HIST462;Historical;9 rue de la Tour-des-Dames;Paris 9e Arrondissement;Paris;75;48.8776891845;2.33320435054;Hôtel Talma (ancien);Île-de-France
HIST463;Historical;71 rue Caumartin;Paris 9e Arrondissement;Paris;75;48.8753482044;2.32838363888;Immeuble;Île-de-France
HIST464;Historical;16, 18, 22 rue de la Chaussée-d'Antin;Paris 9e Arrondissement;Paris;75;48.8723967661;2.33376892793;Immeubles, actuellement banque;Île-de-France
HIST465;Historical;4 place Gustave-Toudouze;Paris 9e Arrondissement;Paris;75;48.8795951382;2.33747075925;Immeuble;Île-de-France
HIST466;Historical;33 rue Lamartine;Paris 9e Arrondissement;Paris;75;48.8765165443;2.34064205608;Immeuble;Île-de-France
HIST467;Historical;151 rue de Grenelle;Paris 7e Arrondissement;Paris;75;48.8578200172;2.30738032791;Pharmacie;Île-de-France
HIST468;Historical;27 avenue de Friedland;Paris 8e Arrondissement;Paris;75;48.8738801977;2.30107961758;Ancien hôtel Potocki, actuellement Chambre de Commerce et d'Industrie de Paris;Île-de-France
HIST469;Historical;"1-11bis et 19-27 boulevard de l'Hôpital ; 1-3 place Valhubert";Paris 13e Arrondissement;Paris;75;48.8416675899;2.36622679697;Gare d'Austerlitz;Île-de-France
HIST470;Historical;"25 avenue Matignon ; 85 rue du Faubourg-Saint-Honoré";Paris 8e Arrondissement;Paris;75;48.8712207027;2.31316785415;Hôtel de la Vaupalière;Île-de-France
HIST471;Historical;12 rue de Courcelles;Paris 8e Arrondissement;Paris;75;48.8738693241;2.31137952965;Hôtel;Île-de-France
HIST472;Historical;17 rue Henri-Barbusse;Paris 5e Arrondissement;Paris;75;48.8423439851;2.33949965566;Maison du sculpteur Rude (ancienne);Île-de-France
HIST473;Historical;place Saint-Sulpice;Paris 6e Arrondissement;Paris;75;48.8509374666;2.33487784494;Eglise Saint-Sulpice;Île-de-France
HIST474;Historical;"7 rue du Regard ; 70 boulevard Raspail";Paris 6e Arrondissement;Paris;75;48.8486958098;2.32683009774;Hôtel de Beaune;Île-de-France
HIST475;Historical;4 rue de Tournon;Paris 6e Arrondissement;Paris;75;48.8510536642;2.33638841533;Hôtel de Montmorency (ancien);Île-de-France
HIST476;Historical;19, 21 rue Cassette;Paris 6e Arrondissement;Paris;75;48.8494092169;2.33101235075;Immeubles;Île-de-France
HIST477;Historical;"40 rue de Richelieu ; 37 rue Montpensier";Paris 1er Arrondissement;Paris;75;48.8658354772;2.3371357823;Immeuble;Île-de-France
HIST478;Historical;"40 à 44 boulevard du Colonel-Fabien ; 22 à 34 rue des Péniches";Ivry-sur-Seine;Val-de-Marne;94;48.8148115121;2.40499920258;Logements d'Electricité de France;Île-de-France
HIST479;Historical;5 rue de Solferino;Paris 7e Arrondissement;Paris;75;48.8600315558;2.32363772037;Immeuble, actuel siège de la Fondation Charles de Gaulle;Île-de-France
HIST480;Historical;Cours de Chimay;Conflans-Sainte-Honorine;Yvelines;78;48.987926;2.073044;Monument aux morts de la batellerie;Île-de-France
HIST481;Historical;rue du prieuré;Ronquerolles;Val-d'Oise;95;49.166421;2.218355;Monument funéraire de Marguerite-Joséphine Jacquot;Île-de-France
HIST482;Historical;1 rue Galliéni;Cachan;Val-de-Marne;94;48.794961282;2.33293396012;Hospice Raspail (ancien);Île-de-France
HIST483;Historical;;Versailles;Yvelines;78;48.7982876363;2.12425526832;Cathédrale Saint-Louis;Île-de-France
HIST484;Historical;"155 rue d'Alesia ; rue Furtado-Heine";Paris 14e Arrondissement;Paris;75;48.8303187307;2.31949807875;Boulangerie-pâtisserie;Île-de-France
HIST485;Historical;;Paris 14e Arrondissement;Paris;75;45.656259;0.161831;Parc Montsouris;Île-de-France
HIST486;Historical;;Paris 16e Arrondissement;Paris;75;48.8525129785;2.27828188129;Maison de la Radio;Île-de-France
HIST487;Historical;avenue de l'Observatoire;Paris 6e Arrondissement;Paris;75;48.8411485971;2.33682176975;Fontaine de Carpeaux;Île-de-France
HIST488;Historical;"1, 3, 4, 5, 7bis, 8, 9, 11 villa Seurat ; 101 rue de la Tombe-Issoire";Paris 14e Arrondissement;Paris;75;48.827354;2.333173;Villa Seurat (maison Jean Lurçat);Île-de-France
HIST489;Historical;avenue Kléber;Paris 16e Arrondissement;Paris;75;48.8716333589;2.29360691265;Métropolitain, station Kléber;Île-de-France
HIST490;Historical;"68bis  boulevard de Magenta ; 119bis rue du Faubourg-Saint-Martin";Paris 10e Arrondissement;Paris;75;48.8748006531;2.35828323245;Eglise Saint-Laurent;Île-de-France
HIST491;Historical;;Villeconin;Essonne;91;48.5196689704;2.12445483517;Château de la Grange;Île-de-France
HIST492;Historical;16, 18, 20 rue de Gramont;Paris 2e Arrondissement;Paris;75;48.8701724891;2.3369535664;Immeubles;Île-de-France
HIST493;Historical;;Boulogne-Billancourt;Hauts-de-Seine;92;48.8422694084;2.22760930974;Domaine dit d'Albert Kahn;Île-de-France
HIST494;Historical;"rue de la République ; rue Victor-Hugo ; rue de By ; rue des Montforts";Thomery;Seine-et-Marne;77;48.4060075772;2.7852290619;Chemin des Longs Sillons;Île-de-France
HIST495;Historical;"39 rue de Richelieu ; 6 et 6bis rue Thérèse";Paris 1er Arrondissement;Paris;75;48.8657495931;2.33661148166;Immeubles (anciens établissements Bricard);Île-de-France
HIST496;Historical;"73 rue Montorgueil ; 1 rue Léopold-Bellan";Paris 2e Arrondissement;Paris;75;48.866323925;2.34704936327;Immeuble en pierre de taille;Île-de-France
HIST497;Historical;"12 rue Chanoinesse ; 2, 4, 6 rue des Chantres ; 1, 3 rue des Ursins";Paris 4e Arrondissement;Paris;75;48.8538019283;2.35134746394;Immeuble (maison des Chantres, puis hôtel de la Motte-Montgaubert);Île-de-France
HIST498;Historical;;Bussy-Saint-Georges;Seine-et-Marne;77;48.8370444874;2.72925029124;Domaine du Génitoy;Île-de-France
HIST499;Historical;rue du Château;Vaux-sur-Seine;Yvelines;78;49.0109447014;1.95353415038;Château de Vaux;Île-de-France
HIST500;Historical;15 rue Dussoubs;Paris 2e Arrondissement;Paris;75;48.8657014593;2.34876199688;Immeuble;Île-de-France
HIST501;Historical;13 rue Jacob;Paris 6e Arrondissement;Paris;75;48.820265;2.353835;Immeuble;Île-de-France
HIST502;Historical;1bis rue de Lizy;Ussy-sur-Marne;Seine-et-Marne;77;48.9541165799;3.07183034461;Eglise paroissiale Saint-Authaire;Île-de-France
HIST503;Historical;94 rue de Charonne;Paris 11e Arrondissement;Paris;75;48.853845937;2.3830829088;Palais de la Femme;Île-de-France
HIST504;Historical;4 rue Schomberg;Paris 4e Arrondissement;Paris;75;48.8489828955;2.36386050414;Ancienne caserne Schomberg ou caserne Louviers;Île-de-France
HIST505;Historical;46 rue de la Boulangerie;Saint-Denis;Seine-Saint-Denis;93;48.9340657864;2.35610792972;Maison dite Maison des Masques ou Maison des Quatre-Saisons;Île-de-France
HIST506;Historical;"176 rue Saint-Denis ; 2 passage Basfour";Paris 2e Arrondissement;Paris;75;48.8662149002;2.3511198755;Immeuble;Île-de-France
HIST507;Historical;1 avenue Charles-Floquet;Paris 7e Arrondissement;Paris;75;48.8566051909;2.29403906901;Immeuble;Île-de-France
HIST508;Historical;;Tilly;Yvelines;78;48.8835603932;1.5742303939;Château;Île-de-France
HIST509;Historical;11 rue Albert-Joly;Versailles;Yvelines;78;48.8106684421;2.13662260934;Maison Cassandre;Île-de-France
HIST510;Historical;38 boulevard Bonne-Nouvelle;Paris 10e Arrondissement;Paris;75;48.870894703;2.34882440169;Théâtre du Gymnase;Île-de-France
HIST511;Historical;;Paris 5e Arrondissement;Paris;75;45.656259;0.161831;Carrière des Capucins;Île-de-France
HIST512;Historical;32-34 rue Blondel;Paris 2e Arrondissement;Paris;75;48.8689396376;2.35260351959;Immeuble (ancienne maison close);Île-de-France
HIST513;Historical;"rue Corvisart ; rue Croulebarbe";Paris 13e Arrondissement;Paris;75;48.8322776188;2.34931402873;Square René Le Gall;Île-de-France
HIST514;Historical;1, 3, 5, 7 square Saint-Lambert;Paris 15e Arrondissement;Paris;75;48.8421930751;2.29699546406;Square Saint-Lambert;Île-de-France
HIST515;Historical;;Arnouville-lès-Gonesse;Val-d'Oise;95;48.9792706854;2.41918791288;Château;Île-de-France
HIST516;Historical;7 rue aux Blés;Louvres;Val-d'Oise;95;49.0406621548;2.50448562846;Ferme;Île-de-France
HIST517;Historical;71 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8593799395;2.35039704127;Immeuble;Île-de-France
HIST518;Historical;102 boulevard du Montparnasse;Paris 14e Arrondissement;Paris;75;48.8421860152;2.32794949607;Restaurant La Coupole;Île-de-France
HIST519;Historical;10 bis rue Roger;Paris 14e Arrondissement;Paris;75;48.8356368539;2.32672622378;Librairie;Île-de-France
HIST520;Historical;16, 18 rue d'Auteuil;Paris 16e Arrondissement;Paris;75;48.8477127936;2.26765541848;Ancien Hôtel Véron ou Château d'Auteuil, dit aussi Hôtel Puscher ou de Pérignon;Île-de-France
HIST521;Historical;12 rue Cassini;Paris 14e Arrondissement;Paris;75;48.837252193;2.33715648269;Immeuble;Île-de-France
HIST522;Historical;3 rue de la Cité-Universitaire;Paris 14e Arrondissement;Paris;75;48.820914795;2.34148650015;Immeuble;Île-de-France
HIST523;Historical;65 rue La-Fontaine;Paris 16e Arrondissement;Paris;75;48.849282583;2.26742660091;Immeuble;Île-de-France
HIST524;Historical;;Choisy-le-Roi;Val-de-Marne;94;48.7657468596;2.40755015269;Eglise Saint-Louis (ancienne);Île-de-France
HIST525;Historical;49 rue René-Panhard;Thiais;Val-de-Marne;94;48.7633509194;2.39494591056;Petit pavillon du Premier Empire;Île-de-France
HIST526;Historical;rue Quétigny;Epinay-sur-Seine;Seine-Saint-Denis;93;48.951520668;2.31340962564;Hôtel de ville, ancien hôtel seigneurial;Île-de-France
HIST527;Historical;;Avernes;Val-d'Oise;95;49.0848981013;1.87353785315;Eglise Saint-Lucien;Île-de-France
HIST528;Historical;;Bréançon;Val-d'Oise;95;49.142843149;2.02193318538;Eglise Saint-Crépin-Saint-Crépinien;Île-de-France
HIST529;Historical;;Brignancourt;Val-d'Oise;95;49.1381163174;1.94215145267;Eglise;Île-de-France
HIST530;Historical;rue de la Fontaine-Saint-Nicolas;Gonesse;Val-d'Oise;95;48.9848308614;2.45261609986;Pigeonnier de Garlande;Île-de-France
HIST531;Historical;;Hédouville;Val-d'Oise;95;49.1517851541;2.16812672702;Eglise;Île-de-France
HIST532;Historical;89 rue du Château;Asnières-sur-Seine;Hauts-de-Seine;92;48.910459641;2.29349069213;Château;Île-de-France
HIST533;Historical;5bis, 7, 9 boulevard des Italiens;Paris 2e Arrondissement;Paris;75;48.8715526504;2.33863615625;Immeuble;Île-de-France
HIST534;Historical;186 avenue Daumesnil;Paris 12e Arrondissement;Paris;75;48.8381767974;2.39760766709;Eglise du Saint-Esprit;Île-de-France
HIST535;Historical;36bis rue de la Muette;Maisons-Laffitte;Yvelines;78;48.9519338901;2.13976125218;Immeuble;Île-de-France
HIST536;Historical;7 rue Saint-Ouen;Saint-Ouen-l'Aumône;Val-d'Oise;95;49.0400536781;2.10477793198;Colombier;Île-de-France
HIST537;Historical;;Us;Val-d'Oise;95;49.1000550044;1.9674474348;Eglise;Île-de-France
HIST538;Historical;;Villaines-sous-Bois;Val-d'Oise;95;49.0762918599;2.35784984025;Eglise;Île-de-France
HIST539;Historical;52 rue Saint-André-des-Arts;Paris 6e Arrondissement;Paris;75;48.8535725032;2.34027869241;Maison;Île-de-France
HIST540;Historical;"226 rue Saint-Denis ; 121 boulevard de Sébastopol";Paris 2e Arrondissement;Paris;75;48.8682618977;2.35313817459;Ancien hôtel de Saint-Chaumont;Île-de-France
HIST541;Historical;23 boulevard Poissonnière;Paris 2e Arrondissement;Paris;75;48.8711402638;2.34416213716;Immeuble dit Hôtel Montholon;Île-de-France
HIST542;Historical;28 place des Vosges;Paris 3e Arrondissement;Paris;75;48.8562669023;2.36595956138;Ancien hôtel d'Espinoy et pavillon de la Reine;Île-de-France
HIST543;Historical;4, 6 rue Braque;Paris 3e Arrondissement;Paris;75;48.8609981518;2.35688122571;Hôtel Le Lièvre (ancien) ou de La Grange;Île-de-France
HIST544;Historical;"7, 9 rue du Jour ; 62 rue Jean-Jacques-Rousseau";Paris 1er Arrondissement;Paris;75;48.8637647357;2.34400529309;Enceinte de Philippe-Auguste;Île-de-France
HIST545;Historical;"rue de l'Arbre-Sec ; rue Saint-Honoré";Paris 1er Arrondissement;Paris;75;48.8613804005;2.3423525663;Fontaine du Trahoir;Île-de-France
HIST546;Historical;1bis place des Victoires;Paris 1er Arrondissement;Paris;75;48.865421931;2.34087374009;Ancien hôtel de Montplanque;Île-de-France
HIST547;Historical;"16 place Dauphine ; 29 quai de l'Horloge";Paris 1er Arrondissement;Paris;75;48.8569478814;2.34258167221;Immeuble;Île-de-France
HIST548;Historical;23 place Dauphine;Paris 1er Arrondissement;Paris;75;48.8566462244;2.3418707229;Immeuble;Île-de-France
HIST549;Historical;20 rue Montpensier;Paris 1er Arrondissement;Paris;75;48.864991;2.336813;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST550;Historical;9 rue des Orfèvres;Paris 1er Arrondissement;Paris;75;48.8585858513;2.34524783362;Immeuble;Île-de-France
HIST551;Historical;"10 rue des Orfèvres ; 13, 15 rue Jean-Lantier ; rue Lavandières-Sainte-Opportune";Paris 1er Arrondissement;Paris;75;48.8586592282;2.34583617221;Immeubles;Île-de-France
HIST552;Historical;"4 rue de Valois ; 2 place de Valois";Paris 1er Arrondissement;Paris;75;48.8631395491;2.3378824803;Immeuble;Île-de-France
HIST553;Historical;29 rue de Valois;Paris 1er Arrondissement;Paris;75;48.865149;2.338731;Immeuble, en bordure du Palais-Royal;Île-de-France
HIST554;Historical;29 rue des Francs-Bourgeois;Paris 4e Arrondissement;Paris;75;48.8573214994;2.36143872249;Ancienne boulangerie;Île-de-France
HIST555;Historical;;Paris 4e Arrondissement;Paris;75;48.8512788057;2.35760391276;Eglise Saint-Louis-en-l'Ile;Île-de-France
HIST556;Historical;;Paris 4e Arrondissement;Paris;75;48.8590792342;2.3508122505;Eglise Saint-Merri;Île-de-France
HIST557;Historical;11 rue Saint-Louis-en-l'Ile;Paris 4e Arrondissement;Paris;75;48.8510316997;2.35861719844;Hôtel (ancien);Île-de-France
HIST558;Historical;3 quai d'Anjou;Paris 4e Arrondissement;Paris;75;48.8510721151;2.35998574254;Immeuble;Île-de-France
HIST559;Historical;53 quai de Bourbon;Paris 4e Arrondissement;Paris;75;48.853205632;2.35335495433;Immeuble;Île-de-France
HIST560;Historical;4 rue Le-Regrattier;Paris 4e Arrondissement;Paris;75;48.8518990813;2.35443898223;Immeuble;Île-de-France
HIST561;Historical;58 rue Quincampoix;Paris 4e Arrondissement;Paris;75;48.8613803917;2.35072106753;Immeuble;Île-de-France
HIST562;Historical;9 rue du Renard;Paris 4e Arrondissement;Paris;75;48.8581555627;2.35138489216;Immeuble;Île-de-France
HIST563;Historical;86 rue Saint-Martin;Paris 4e Arrondissement;Paris;75;48.8595693547;2.35065741616;Immeuble;Île-de-France
HIST564;Historical;87 rue de la Verrerie;Paris 4e Arrondissement;Paris;75;48.8586314628;2.35104465318;Immeuble;Île-de-France
HIST565;Historical;8 rue des Récollets;Paris 10e Arrondissement;Paris;75;48.8754699978;2.36055358454;Ancien couvent des Récollets ou ancien hôpital Villemin;Île-de-France
HIST566;Historical;;Paris 10e Arrondissement;Paris;75;48.8787407413;2.35187983708;Eglise Saint-Vincent-de-Paul;Île-de-France
HIST567;Historical;;Paris 10e Arrondissement;Paris;75;48.8697610919;2.35281952522;Porte Saint-Denis;Île-de-France
HIST568;Historical;45 rue de Popincourt;Paris 11e Arrondissement;Paris;75;48.8593324458;2.37585563147;Boulangerie;Île-de-France
HIST569;Historical;"2 à 16, 1 à 17 rue des Immeubles-Industriels ; 76 rue de Montreuil ; 262 à 266 boulevard Voltaire ; 307, 309 rue du Faubourg-Saint-Antoine";Paris 11e Arrondissement;Paris;75;48.8496691044;2.39248826339;Immeubles;Île-de-France
HIST570;Historical;;Fontenay-Trésigny;Seine-et-Marne;77;48.6863227576;2.84886836361;Château du Vivier;Île-de-France
HIST571;Historical;rue de la Tour;Conflans-Sainte-Honorine;Yvelines;78;48.9918394015;2.09222474975;Tour Montjoie;Île-de-France
HIST572;Historical;boulevard Pasteur;Paris 15e Arrondissement;Paris;75;48.8426485397;2.31267523087;Métropolitain, station Pasteur;Île-de-France
HIST573;Historical;32 boulevard Berthier;Paris 17e Arrondissement;Paris;75;48.8934972638;2.30998344914;Ateliers de décors de l'Opéra (bâtiment central et pavillon d'entrée);Île-de-France
HIST574;Historical;;Paris 18e Arrondissement;Paris;75;48.8867152838;2.34203345856;Eglise Saint-Pierre-de-Montmartre;Île-de-France
HIST575;Historical;1 rue Girardon;Paris 18e Arrondissement;Paris;75;48.8876464633;2.33653733035;Monument dit Mire du Nord;Île-de-France
HIST576;Historical;"43 rue des Envierges ; 71 rue de la Mare";Paris 20e Arrondissement;Paris;75;48.8729128334;2.38928565294;Boulangerie;Île-de-France
HIST577;Historical;;Arville;Seine-et-Marne;77;48.1877513584;2.54796874556;Eglise;Île-de-France
HIST578;Historical;;Bransles;Seine-et-Marne;77;48.1524627165;2.83518388474;Eglise;Île-de-France
HIST579;Historical;;Champeaux;Seine-et-Marne;77;48.583385435;2.80698540284;Collégiale Saint-Martin;Île-de-France
HIST580;Historical;;Château-Landon;Seine-et-Marne;77;48.1442431474;2.7001728788;Eglise Saint-André (ancienne);Île-de-France
HIST581;Historical;;Douy-la-Ramée;Seine-et-Marne;77;49.0668211797;2.88347265114;Eglise Saint-Jean-Porte-Latine;Île-de-France
